"","Plot","DATE","minHrlyTemp","maxHrlyTemp","minHrlyRH","maxHrlyRH"
"1459",1313,"2013-10-04",64.503,78.251,11.377,23.88
"1460",1313,"2013-10-05",46.166,82.13,10.778,50.587
"1461",1313,"2013-10-06",42.156,80.625,19.54,71.758
"1462",1313,"2013-10-07",43.396,80.757,15.635,70.114
"1463",1313,"2013-10-08",46.616,73.299,31.244,85.916
"1464",1313,"2013-10-09",44.263,70.93,26.847,86.564
"1465",1313,"2013-10-10",45.127,70.716,34.912,84.14
"1466",1313,"2013-10-11",40.485,66,49.686,95.925
"1467",1313,"2013-10-12",40.111,68.742,47.528,95.146
"1468",1313,"2013-10-13",43.167,71.964,25.665,92.944
"1469",1313,"2013-10-14",43.351,75.204,24.305,81.783
"1470",1313,"2013-10-15",44.537,80.096,10.093,69.501
"1471",1313,"2013-10-16",41.878,77.596,20.755,67.201
"1472",1313,"2013-10-17",42.8,76.986,20.994,70.158
"1473",1313,"2013-10-18",43.03,75.942,27.744,71.07
"1474",1313,"2013-10-19",41.508,77.99,24.331,83.145
"1475",1313,"2013-10-20",40.719,76.375,31.368,85.233
"1476",1313,"2013-10-21",39.313,70.459,44.162,94.719
"1477",1313,"2013-10-22",38.273,74.25,39.141,93.604
"1478",1313,"2013-10-23",39.267,72.869,40.126,96.325
"1479",1313,"2013-10-24",42.708,60.604,66.102,98.057
"1480",1313,"2013-10-25",38.131,68.313,53.479,96.842
"1481",1313,"2013-10-26",40.951,75.204,30.889,95.943
"1482",1313,"2013-10-27",39.173,59.315,66.526,93.349
"1483",1313,"2013-10-28",39.22,61.506,45.478,93.898
"1484",1313,"2013-10-29",39.22,61.934,56.645,95.916
"1485",1313,"2013-10-30",38.273,62.62,52.667,95.687
"1486",1313,"2013-10-31",39.267,68.227,43.436,93.856
"1487",1313,"2013-11-01",41.043,71.577,41.734,91.181
"1488",1313,"2013-11-02",42.294,69.942,34.074,88.488
"1489",1313,"2013-11-03",39.078,61.72,30.747,81.205
"1490",1313,"2013-11-04",36.217,67.971,20.338,86.27
"1491",1313,"2013-11-05",41.137,70.759,28.802,76.306
"1492",1313,"2013-11-06",43.763,70.115,35.848,77.829
"1493",1313,"2013-11-07",NA,NA,NA,NA
"1494",1313,"2013-11-08",6.331,21.27,35.255,94.35
"1495",1313,"2013-11-09",3.433,20.555,41.058,90.381
"1496",1313,"2013-11-10",4.272,16.63,66.82,94.87
"1497",1313,"2013-11-11",5.128,17.106,61.663,97.385
"1498",1313,"2013-11-12",10.1,20.317,39.329,80.718
"1499",1313,"2013-11-13",7.368,23.232,43.995,91.832
"1500",1313,"2013-11-14",5.488,17.701,61.397,94.704
"1501",1313,"2013-11-15",3.617,17.225,36.444,89.133
"1502",1313,"2013-11-16",3.142,17.011,50.491,91.501
"1503",1313,"2013-11-17",3.722,14.218,71.125,97.326
"1504",1313,"2013-11-18",2.823,13.522,66.612,97.733
"1505",1313,"2013-11-19",9.015,12.461,93.386,99.597
"1506",1313,"2013-11-20",10.32,14.242,99.515,100
"1507",1313,"2013-11-21",8.319,15.031,16.912,100
"1508",1313,"2013-11-22",12.871,20.889,6.05,19.304
"1509",1313,"2013-11-23",4.324,18.081,10.863,63.739
"1510",1313,"2013-11-24",-0.199,15.008,44.703,88.585
"1511",1313,"2013-11-25",0.577,14.505,54.379,98.267
"1512",1313,"2013-11-26",1.67,14.84,56.361,97.484
"1513",1313,"2013-11-27",1.967,18.271,40.402,96.552
"1514",1313,"2013-11-28",3.749,18.366,44.702,94.508
"1515",1313,"2013-11-29",3.089,17.034,52.976,95.174
"1516",1313,"2013-11-30",4.662,17.272,49.305,95.112
"1517",1313,"2013-12-01",5.205,18.271,52.174,95.364
"1518",1313,"2013-12-02",5.334,16.534,60.612,98.059
"1519",1313,"2013-12-03",0.742,12.268,40.19,91.303
"1520",1313,"2013-12-04",-2.654,8.27,38.976,93.497
"1521",1313,"2013-12-05",-5.916,6.712,39.71,90.741
"1522",1313,"2013-12-06",-5.854,7.72,50.152,97.429
"1523",1313,"2013-12-07",-3.568,4.636,60.53,99.225
"1524",1313,"2013-12-08",-5.264,5.308,47.369,96.634
"1525",1313,"2013-12-09",-4.469,7.343,45.282,90.13
"1526",1313,"2013-12-10",-5.388,9.608,40.968,92.356
"1527",1313,"2013-12-11",-2.859,11.71,46.511,94.256
"1528",1313,"2013-12-12",-2.508,11.662,43.625,96.805
"1529",1313,"2013-12-13",-1.47,13.69,43.948,95.2
"1530",1313,"2013-12-14",0.218,14.888,51.008,97.073
"1531",1313,"2013-12-15",-0.535,14.84,51.617,98.538
"1532",1313,"2013-12-16",1.099,15.366,48.44,93.763
"1533",1313,"2013-12-17",1.534,16.106,42.84,93.76
"1534",1313,"2013-12-18",3.248,14.026,57.5,90.678
"1535",1313,"2013-12-19",2.93,14.026,20.71,88.202
"1536",1313,"2013-12-20",1.126,15.438,24.109,69.187
"1537",1313,"2013-12-21",4.792,16.439,55.825,93.945
"1538",1313,"2013-12-22",4.376,16.939,53.198,96.077
"1539",1313,"2013-12-23",1.561,17.011,50.285,96.805
"1540",1313,"2013-12-24",3.116,17.867,53.183,96.253
"1541",1313,"2013-12-25",0.825,16.558,37.381,98.11
"1542",1313,"2013-12-26",0.107,17.32,38.946,89.546
"1543",1313,"2013-12-27",0.522,14.457,41.702,88.701
"1544",1313,"2013-12-28",-0.395,21.151,17.277,86.997
"1545",1313,"2013-12-29",3.036,18.39,16.53,66.779
"1546",1313,"2013-12-30",-0.339,14.553,41.378,79.415
"1547",1313,"2013-12-31",1.967,13.834,47.027,86.462
"1548",1315,"2013-05-25",5.77,23.28,35.365,89.193
"1549",1315,"2013-05-26",10.222,23.208,34.474,92.307
"1550",1315,"2013-05-27",9.163,15.843,74.114,98.463
"1551",1315,"2013-05-28",11.686,22.321,57.323,100
"1552",1315,"2013-05-29",11.953,25.065,34.49,87.575
"1553",1315,"2013-05-30",8.792,26.72,23.699,88.809
"1554",1315,"2013-05-31",10.394,31.765,22.688,80.49
"1555",1315,"2013-06-01",13.497,32.355,28.201,65.561
"1556",1315,"2013-06-02",13.594,30.268,29.895,75.606
"1557",1315,"2013-06-03",9.583,20.103,58.365,93.056
"1558",1315,"2013-06-04",9.854,18.913,63.578,93.773
"1559",1315,"2013-06-05",10.026,24.098,53.256,97.704
"1560",1315,"2013-06-06",9.064,27.875,47.011,98.354
"1561",1315,"2013-06-07",7.015,36.012,28.853,96.925
"1562",1315,"2013-06-08",12.025,37.37,30.914,91.621
"1563",1315,"2013-06-09",12.025,18.176,70.226,94.858
"1564",1315,"2013-06-10",11.151,13.906,93.02,99.282
"1565",1315,"2013-06-11",9.114,24.532,57.967,100
"1566",1315,"2013-06-12",7.97,28.048,26.841,94.76
"1567",1315,"2013-06-13",NA,NA,NA,NA
"1568",1315,"2013-06-14",49.428,87.391,19.174,85.843
"1569",1315,"2013-06-15",48.805,83.199,36.185,90.422
"1570",1315,"2013-06-16",48.938,86.572,22.654,87.951
"1571",1315,"2013-06-17",48.137,82.976,33.854,88.542
"1572",1315,"2013-06-18",50.223,74.511,28.632,89.533
"1573",1315,"2013-06-19",47.064,76.725,32.004,88.683
"1574",1315,"2013-06-20",49.249,82.263,20.338,83.986
"1575",1315,"2013-06-21",51.325,86.617,19.004,77.479
"1576",1315,"2013-06-22",55.515,89.915,20.837,68.406
"1577",1315,"2013-06-23",56.642,69.514,67.373,94.661
"1578",1315,"2013-06-24",54.212,59.229,90.709,99.055
"1579",1315,"2013-06-25",56.512,62.49,99.181,100
"1580",1315,"2013-06-26",59.83,74.943,68.436,100
"1581",1315,"2013-06-27",55.992,88.122,40.562,100
"1582",1315,"2013-06-28",60.303,97.209,21.925,97.468
"1583",1315,"2013-06-29",62.447,99.712,28.84,83.503
"1584",1315,"2013-06-30",62.49,97.306,31.553,80.275
"1585",1315,"2013-07-01",60.775,98.087,29.792,86.779
"1586",1315,"2013-07-02",59.142,96.627,37.052,86.422
"1587",1315,"2013-07-03",57.722,91.495,41.754,93.435
"1588",1315,"2013-07-04",64.546,100.407,22.413,81.528
"1589",1315,"2013-07-05",56.642,85.352,38.652,80.61
"1590",1315,"2013-07-06",54.037,79.743,49.419,93.601
"1591",1315,"2013-07-07",48.85,81.111,47.809,96.905
"1592",1315,"2013-07-08",50.268,83.467,40.436,97.404
"1593",1315,"2013-07-09",46.211,91.683,24.056,95.804
"1594",1315,"2013-07-10",47.871,85.487,30.465,93.767
"1595",1315,"2013-07-11",47.871,80.096,40.109,97.903
"1596",1315,"2013-07-12",49.116,80.978,45.242,97.874
"1597",1315,"2013-07-13",48.004,86.211,31.401,95.978
"1598",1315,"2013-07-14",45.669,83.064,38.081,94.659
"1599",1315,"2013-07-15",48.628,71.877,55.44,97.419
"1600",1315,"2013-07-16",50.709,68.013,64.212,98.317
"1601",1315,"2013-07-17",48.227,82.263,45.75,96.575
"1602",1315,"2013-07-18",46.571,86.617,34.894,95.845
"1603",1315,"2013-07-19",49.782,90.471,32.537,95.223
"1604",1315,"2013-07-20",50.268,91.216,34.949,94.475
"1605",1315,"2013-07-21",49.516,84.99,38.73,93.46
"1606",1315,"2013-07-22",53.121,85.894,32.892,93.935
"1607",1315,"2013-07-23",58.195,80.404,34.605,82.326
"1608",1315,"2013-07-24",54.561,89.638,29.377,91.418
"1609",1315,"2013-07-25",52.466,84.945,40.164,91.765
"1610",1315,"2013-07-26",50.709,83.467,43.114,96.564
"1611",1315,"2013-07-27",50.002,79.788,46.783,97.788
"1612",1315,"2013-07-28",49.87,77.247,49.495,98.055
"1613",1315,"2013-07-29",50.002,71.317,59.404,98.661
"1614",1315,"2013-07-30",49.914,76.203,53.693,98.72
"1615",1315,"2013-07-31",48.538,78.559,47.047,98.622
"1616",1315,"2013-08-01",47.064,81.997,34.15,94.095
"1617",1315,"2013-08-02",51.413,86.256,32.142,86.848
"1618",1315,"2013-08-03",49.825,81.73,42.381,94.475
"1619",1315,"2013-08-04",47.781,77.247,48.023,96.188
"1620",1315,"2013-08-05",48.583,78.208,46.405,98.301
"1621",1315,"2013-08-06",48.493,73.947,52.166,98.84
"1622",1315,"2013-08-07",52.817,68.742,63.057,95.196
"1623",1315,"2013-08-08",52.466,76.507,54.784,97.83
"1624",1315,"2013-08-09",49.649,75.637,52.011,98.562
"1625",1315,"2013-08-10",52.903,77.16,50.317,97.991
"1626",1315,"2013-08-11",50.092,82.085,44.009,99.191
"1627",1315,"2013-08-12",47.467,83.199,34.662,96.11
"1628",1315,"2013-08-13",49.294,90.75,25.04,94.625
"1629",1315,"2013-08-14",51.678,92.527,23.396,81.493
"1630",1315,"2013-08-15",56.165,90.703,36.319,93.955
"1631",1315,"2013-08-16",57.506,90.891,34.698,96.582
"1632",1315,"2013-08-17",56.122,90.471,32.57,85.625
"1633",1315,"2013-08-18",57.936,96.386,31.111,90.415
"1634",1315,"2013-08-19",60.046,88.122,37.94,82.023
"1635",1315,"2013-08-20",56.469,81.597,43.252,96.149
"1636",1315,"2013-08-21",51.809,79.392,44.092,96.678
"1637",1315,"2013-08-22",51.148,76.507,50.524,98.064
"1638",1315,"2013-08-23",50.092,83.154,40.456,95.043
"1639",1315,"2013-08-24",51.105,83.511,40.3,90.746
"1640",1315,"2013-08-25",55.429,78.91,53.083,95.078
"1641",1315,"2013-08-26",57.679,84.722,38.419,98.368
"1642",1315,"2013-08-27",52.115,88.443,29.871,87.646
"1643",1315,"2013-08-28",52.817,86.572,41.589,95.062
"1644",1315,"2013-08-29",56.251,86.799,41.934,98.625
"1645",1315,"2013-08-30",58.109,94.086,26.484,94.25
"1646",1315,"2013-08-31",55.081,88.671,29.432,87.037
"1647",1315,"2013-09-01",53.253,84.9,35.95,92.485
"1648",1315,"2013-09-02",54.169,84.99,43.999,94.876
"1649",1315,"2013-09-03",51.325,83.736,31.292,96.039
"1650",1315,"2013-09-04",50.886,85.757,33.529,94.807
"1651",1315,"2013-09-05",51.544,85.082,27.202,95.507
"1652",1315,"2013-09-06",51.852,93.897,20.448,89.811
"1653",1315,"2013-09-07",59.014,96.048,15.549,64.452
"1654",1315,"2013-09-08",54.691,96.481,21.194,74.41
"1655",1315,"2013-09-09",57.936,99.365,19.316,68.77
"1656",1315,"2013-09-10",52.291,74.467,59.366,96.882
"1657",1315,"2013-09-11",58.498,66.472,78.56,98.269
"1658",1315,"2013-09-12",55.906,81.687,52.279,98.397
"1659",1315,"2013-09-13",51.37,86.844,37.533,96.865
"1660",1315,"2013-09-14",47.826,84.272,40.82,96.649
"1661",1315,"2013-09-15",49.561,82.753,42.652,97.293
"1662",1315,"2013-09-16",51.237,86.074,33.579,97.88
"1663",1315,"2013-09-17",52.817,79.304,36.485,90.55
"1664",1315,"2013-09-18",49.959,84.9,20.075,86.119
"1665",1315,"2013-09-19",50.268,88.81,17.138,77.974
"1666",1315,"2013-09-20",47.512,76.593,51.282,97.884
"1667",1315,"2013-09-21",50.092,67.627,62.712,100
"1668",1315,"2013-09-22",47.244,73.472,39.55,99.901
"1669",1315,"2013-09-23",50.4,81.199,38.353,97.815
"1670",1315,"2013-09-24",54.387,76.507,37.062,89.4
"1671",1315,"2013-09-25",44.991,70.716,32.876,97.185
"1672",1315,"2013-09-26",42.433,73.861,24.703,88.635
"1673",1315,"2013-09-27",44.492,79.48,18.71,84.692
"1674",1315,"2013-09-28",48.272,80.139,19.844,89.228
"1675",1315,"2013-09-29",51.678,68.871,75.213,99.654
"1676",1315,"2013-09-30",50.488,66.515,89.269,100
"1677",1315,"2013-10-01",43.945,73.386,39.281,100
"1678",1315,"2013-10-02",49.161,74.856,30.065,92.38
"1679",1315,"2013-10-03",42.433,70.502,15.166,86.964
"1680",1315,"2013-10-04",61.848,78.076,11.381,29.365
"1681",1315,"2013-10-05",50.268,83.824,10.115,46.232
"1682",1315,"2013-10-06",49.249,81.775,15.086,57.659
"1683",1315,"2013-10-07",48.717,81.066,13.364,63.58
"1684",1315,"2013-10-08",45.444,75.463,25.971,90.17
"1685",1315,"2013-10-09",46.526,70.243,27.562,83.048
"1686",1315,"2013-10-10",45.896,72.178,35.708,86.183
"1687",1315,"2013-10-11",39.69,67.928,43.163,98.101
"1688",1315,"2013-10-12",43.624,70.372,40.411,95.56
"1689",1315,"2013-10-13",42.939,73.861,23.199,96.084
"1690",1315,"2013-10-14",43.763,77.727,19.422,79.663
"1691",1315,"2013-10-15",44.537,80.537,10.826,67.616
"1692",1315,"2013-10-16",48.493,79.041,18.207,52.883
"1693",1315,"2013-10-17",47.064,78.559,19.17,59.317
"1694",1315,"2013-10-18",46.661,78.251,23.218,65.731
"1695",1315,"2013-10-19",48.938,80.537,23.441,67.744
"1696",1315,"2013-10-20",46.571,78.251,26.001,75.168
"1697",1315,"2013-10-21",41.184,71.361,39.711,92.078
"1698",1315,"2013-10-22",44.127,76.768,34.851,95.817
"1699",1315,"2013-10-23",40.951,75.508,33.472,93.77
"1700",1315,"2013-10-24",40.204,61.333,63.264,98.856
"1701",1315,"2013-10-25",40.485,69.085,49.094,100
"1702",1315,"2013-10-26",43.945,77.247,29.362,92.863
"1703",1315,"2013-10-27",38.937,59.959,62.474,93.651
"1704",1315,"2013-10-28",39.36,62.49,42.94,95.278
"1705",1315,"2013-10-29",40.017,61.29,58.406,98.516
"1706",1315,"2013-10-30",40.532,63.518,49.789,99.513
"1707",1315,"2013-10-31",41.787,70.243,40.677,95.585
"1708",1315,"2013-11-01",45.444,73.04,40.018,85.754
"1709",1315,"2013-11-02",45.941,71.19,29.899,85.785
"1710",1315,"2013-11-03",40.158,61.205,30.162,78.82
"1711",1315,"2013-11-04",37.369,67.372,18.771,86.144
"1712",1315,"2013-11-05",40.158,70.974,26.853,77.486
"1713",1315,"2013-11-06",48.094,71.017,36.032,67.877
"1714",1315,"2013-11-07",NA,NA,NA,NA
"1715",1315,"2013-11-08",7.192,21.891,37.651,96.898
"1716",1315,"2013-11-09",5.975,21.867,39.819,90.392
"1717",1315,"2013-11-10",5.668,16.796,63.072,96.316
"1718",1315,"2013-11-11",4.999,17.701,59.155,99.828
"1719",1315,"2013-11-12",10.394,20.031,39.648,80.815
"1720",1315,"2013-11-13",8.02,23.472,41.2,91.41
"1721",1315,"2013-11-14",7.97,17.796,51.546,94.185
"1722",1315,"2013-11-15",4.011,17.272,35.475,88.852
"1723",1315,"2013-11-16",4.895,17.439,48.868,91.419
"1724",1315,"2013-11-17",3.827,14.074,70.935,99.483
"1725",1315,"2013-11-18",4.246,12.944,68.299,100
"1726",1315,"2013-11-19",8.519,12.219,95.299,100
"1727",1315,"2013-11-20",9.287,13.69,99.241,100
"1728",1315,"2013-11-21",7.469,14.577,17.219,100
"1729",1315,"2013-11-22",10.345,20.436,6.177,21.105
"1730",1315,"2013-11-23",4.584,18.889,11.46,68.656
"1731",1315,"2013-11-24",2.396,15.652,41.157,90.834
"1732",1315,"2013-11-25",2.77,15.461,51.277,96.922
"1733",1315,"2013-11-26",3.932,14.96,52.941,95.353
"1734",1315,"2013-11-27",3.906,17.891,41.035,87.405
"1735",1315,"2013-11-28",4.921,18.533,43.587,89.688
"1736",1315,"2013-11-29",5.308,18.129,46.702,88.467
"1737",1315,"2013-11-30",6.965,17.748,49.253,91.052
"1738",1315,"2013-12-01",6.357,18.937,48.028,95.273
"1739",1315,"2013-12-02",6.965,16.153,60.059,97.382
"1740",1315,"2013-12-03",0.577,11.686,39.145,94.583
"1741",1315,"2013-12-04",-2.859,8.295,37.336,94.366
"1742",1315,"2013-12-05",-4.378,6.889,35.933,89.27
"1743",1315,"2013-12-06",-4.106,7.745,45.058,98.714
"1744",1315,"2013-12-07",-3.657,4.714,64.793,100
"1745",1315,"2013-12-08",-5.079,4.844,32.849,98.464
"1746",1315,"2013-12-09",-4.348,7.494,47.505,91.023
"1747",1315,"2013-12-10",-3.212,9.41,35.623,88.69
"1748",1315,"2013-12-11",-1.043,11.175,50.254,92.558
"1749",1315,"2013-12-12",-0.732,12.025,46.814,88.777
"1750",1315,"2013-12-13",-0.116,13.353,41.987,94.928
"1751",1315,"2013-12-14",2.343,15.366,49.621,94.133
"1752",1315,"2013-12-15",1.751,14.481,49.843,95.011
"1753",1315,"2013-12-16",3.985,17.011,36.909,85.598
"1754",1315,"2013-12-17",4.324,16.558,40.394,82.697
"1755",1315,"2013-12-18",5.616,14.792,48.068,82.277
"1756",1315,"2013-12-19",2.77,13.425,20.734,89.634
"1757",1315,"2013-12-20",1.371,15.055,21.782,66.162
"1758",1315,"2013-12-21",5.024,15.533,57.748,96.268
"1759",1315,"2013-12-22",3.749,17.13,50.308,98.346
"1760",1315,"2013-12-23",4.089,16.987,49.246,93.459
"1761",1315,"2013-12-24",5.847,17.938,48.025,91.386
"1762",1315,"2013-12-25",2.61,15.915,36.99,94.792
"1763",1315,"2013-12-26",3.459,17.153,36.404,74.061
"1764",1315,"2013-12-27",3.301,15.366,34.647,73.169
"1765",1315,"2013-12-28",2.396,17.986,15.12,80.236
"1766",1315,"2013-12-29",4.818,17.058,16.524,65.088
"1767",1315,"2013-12-30",2.903,15.031,37.836,73.493
"1768",1315,"2013-12-31",4.506,13.81,46.092,78.074
"1769",1317,"2013-05-25",6,24.195,33.907,88.694
"1770",1317,"2013-05-26",10.638,24.339,34.043,91.166
"1771",1317,"2013-05-27",9.238,15.485,73.535,99.158
"1772",1317,"2013-05-28",11.662,23.448,54.288,100
"1773",1317,"2013-05-29",12.001,26.402,29.806,86.996
"1774",1317,"2013-05-30",8.841,28.518,19.495,89.763
"1775",1317,"2013-05-31",10.443,34.15,21.489,79.632
"1776",1317,"2013-06-01",13.497,33.835,26.423,65.095
"1777",1317,"2013-06-02",13.642,31.663,27.513,75.054
"1778",1317,"2013-06-03",9.657,20.746,54.337,92.878
"1779",1317,"2013-06-04",9.879,19.912,59.523,93.977
"1780",1317,"2013-06-05",9.952,23.424,53.231,97.417
"1781",1317,"2013-06-06",8.99,28.468,43.267,98.743
"1782",1317,"2013-06-07",7.041,37.59,24.897,96.81
"1783",1317,"2013-06-08",12.001,36.742,32.146,91.822
"1784",1317,"2013-06-09",11.807,18.105,69.725,95.203
"1785",1317,"2013-06-10",11.102,13.858,93.964,99.898
"1786",1317,"2013-06-11",9.163,25.89,52.3,100
"1787",1317,"2013-06-12",8.27,27.727,25.919,93.395
"1788",1317,"2013-06-13",NA,NA,NA,NA
"1789",1317,"2013-06-14",49.737,86.709,19.384,84.315
"1790",1317,"2013-06-15",49.249,85.849,30.436,90.466
"1791",1317,"2013-06-16",49.516,88.443,22.315,85.796
"1792",1317,"2013-06-17",48.583,81.864,32.732,86.629
"1793",1317,"2013-06-18",50.356,74.077,30.114,88.483
"1794",1317,"2013-06-19",47.109,78.865,31.13,89.155
"1795",1317,"2013-06-20",48.85,83.377,19.798,84.63
"1796",1317,"2013-06-21",51.633,88.075,19.874,76.255
"1797",1317,"2013-06-22",55.168,90.1,17.693,67.868
"1798",1317,"2013-06-23",56.728,68.657,66.678,94.789
"1799",1317,"2013-06-24",54.126,58.712,90.05,100
"1800",1317,"2013-06-25",56.383,62.406,99.27,100
"1801",1317,"2013-06-26",59.745,78.427,58.283,100
"1802",1317,"2013-06-27",56.165,91.355,39.843,100
"1803",1317,"2013-06-28",60.948,101.811,18.976,95.998
"1804",1317,"2013-06-29",63.475,101.408,24.592,78.182
"1805",1317,"2013-06-30",63.39,98.773,30.552,76.422
"1806",1317,"2013-07-01",61.804,99.019,27.214,84.287
"1807",1317,"2013-07-02",59.272,95.374,36.863,86.089
"1808",1317,"2013-07-03",57.636,92.433,36.826,92.782
"1809",1317,"2013-07-04",64.845,101.458,20.51,79.848
"1810",1317,"2013-07-05",56.815,85.442,36.561,80.115
"1811",1317,"2013-07-06",54.082,80.845,45.818,93.595
"1812",1317,"2013-07-07",48.938,80.845,43.635,96.611
"1813",1317,"2013-07-08",50.4,84.722,35.477,97.758
"1814",1317,"2013-07-09",46.166,94.753,20.63,96.783
"1815",1317,"2013-07-10",47.871,84.452,26.815,93.513
"1816",1317,"2013-07-11",47.871,81.642,38.869,97.568
"1817",1317,"2013-07-12",49.294,83.199,38.732,97.728
"1818",1317,"2013-07-13",48.182,85.849,28.271,97.113
"1819",1317,"2013-07-14",45.714,84.945,34.851,95.209
"1820",1317,"2013-07-15",48.583,72.351,52.422,97.288
"1821",1317,"2013-07-16",50.664,70.072,59.779,98.326
"1822",1317,"2013-07-17",48.583,84.094,40.776,96.282
"1823",1317,"2013-07-18",46.526,88.718,30.362,96.307
"1824",1317,"2013-07-19",49.959,91.636,30.358,94.435
"1825",1317,"2013-07-20",50.4,91.776,31.907,94.015
"1826",1317,"2013-07-21",49.561,85.172,34.075,93.575
"1827",1317,"2013-07-22",53.602,84.99,33.423,92.825
"1828",1317,"2013-07-23",58.669,79.48,34.581,82.616
"1829",1317,"2013-07-24",54.473,91.542,26.531,91.165
"1830",1317,"2013-07-25",52.466,85.442,36.228,91.765
"1831",1317,"2013-07-26",50.576,83.154,42.601,96.387
"1832",1317,"2013-07-27",50.092,80.537,43.711,97.838
"1833",1317,"2013-07-28",49.692,76.681,47.181,98.111
"1834",1317,"2013-07-29",50.311,71.49,57.863,98.727
"1835",1317,"2013-07-30",50.092,77.727,48.762,98.64
"1836",1317,"2013-07-31",48.805,82.798,42.052,98.376
"1837",1317,"2013-08-01",47.512,82.13,34.649,94.441
"1838",1317,"2013-08-02",52.029,85.984,30.644,86.557
"1839",1317,"2013-08-03",49.825,81.376,39.523,94.449
"1840",1317,"2013-08-04",47.871,76.768,45.592,96.205
"1841",1317,"2013-08-05",48.672,79.392,42.17,97.964
"1842",1317,"2013-08-06",48.493,73.558,52.419,99.179
"1843",1317,"2013-08-07",52.772,67.757,64.278,95.113
"1844",1317,"2013-08-08",52.335,74.163,52.146,97.9
"1845",1317,"2013-08-09",49.825,75.724,49.226,98.928
"1846",1317,"2013-08-10",52.817,76.507,50.765,98.324
"1847",1317,"2013-08-11",50.223,83.691,38.786,99.263
"1848",1317,"2013-08-12",47.557,85.397,34.376,95.894
"1849",1317,"2013-08-13",49.561,92.338,24.35,94.136
"1850",1317,"2013-08-14",51.94,92.763,23.426,80.341
"1851",1317,"2013-08-15",56.815,89.962,37.895,92.953
"1852",1317,"2013-08-16",57.765,90.75,31.246,96.153
"1853",1317,"2013-08-17",56.469,90.009,33.901,84.189
"1854",1317,"2013-08-18",58.066,96.24,28.677,89.031
"1855",1317,"2013-08-19",59.788,89.177,35.704,83.169
"1856",1317,"2013-08-20",56.34,82.441,40.942,96.66
"1857",1317,"2013-08-21",52.203,80.272,41.174,97.269
"1858",1317,"2013-08-22",51.413,76.375,48.999,98.058
"1859",1317,"2013-08-23",50.268,83.646,39.656,94.538
"1860",1317,"2013-08-24",51.458,82.486,40.485,89.224
"1861",1317,"2013-08-25",55.647,78.339,49.766,95.704
"1862",1317,"2013-08-26",57.679,84.182,37.788,98.355
"1863",1317,"2013-08-27",52.641,88.763,27.676,85.624
"1864",1317,"2013-08-28",53.166,85.172,44.217,94.491
"1865",1317,"2013-08-29",56.469,86.119,42.878,98.966
"1866",1317,"2013-08-30",58.626,93.659,25.207,93.994
"1867",1317,"2013-08-31",55.733,87.073,29.896,85.645
"1868",1317,"2013-09-01",53.384,83.736,37.177,91.126
"1869",1317,"2013-09-02",54.343,83.377,44.626,94.56
"1870",1317,"2013-09-03",51.633,83.064,32.223,95.405
"1871",1317,"2013-09-04",51.282,84.677,34.557,94.809
"1872",1317,"2013-09-05",51.895,85.577,25.327,94.155
"1873",1317,"2013-09-06",52.641,94.23,18.458,88.356
"1874",1317,"2013-09-07",59.659,96.627,15.04,61.667
"1875",1317,"2013-09-08",55.168,96.145,17.426,73.042
"1876",1317,"2013-09-09",58.368,97.99,18.82,67.28
"1877",1317,"2013-09-10",52.335,72.61,61.893,97.657
"1878",1317,"2013-09-11",58.582,66.043,79.496,98.143
"1879",1317,"2013-09-12",56.165,82.042,49.681,98.358
"1880",1317,"2013-09-13",51.413,85.487,36.49,96.619
"1881",1317,"2013-09-14",47.871,83.779,40.393,97.03
"1882",1317,"2013-09-15",49.737,82.396,42.159,97.758
"1883",1317,"2013-09-16",51.544,85.849,33.297,97.664
"1884",1317,"2013-09-17",53.427,78.865,36.755,90.608
"1885",1317,"2013-09-18",50.445,85.307,18.987,84.404
"1886",1317,"2013-09-19",50.841,89.04,12.572,75.789
"1887",1317,"2013-09-20",47.914,76.114,49.77,98.038
"1888",1317,"2013-09-21",50.488,68.657,56.873,100
"1889",1317,"2013-09-22",47.647,74.381,38.092,99.859
"1890",1317,"2013-09-23",51.017,83.021,34.682,96.379
"1891",1317,"2013-09-24",54.691,77.203,35.67,87.966
"1892",1317,"2013-09-25",45.534,71.661,30.755,95.515
"1893",1317,"2013-09-26",42.525,77.815,20.468,87.467
"1894",1317,"2013-09-27",44.991,79.963,16.666,83.348
"1895",1317,"2013-09-28",48.805,81.909,15.931,88.491
"1896",1317,"2013-09-29",52.203,69.343,73.523,100
"1897",1317,"2013-09-30",50.268,70.459,78.854,100
"1898",1317,"2013-10-01",44.218,76.464,34.301,100
"1899",1317,"2013-10-02",49.604,77.596,26.317,90.482
"1900",1317,"2013-10-03",43.351,73.818,14.204,83.462
"1901",1317,"2013-10-04",60.433,82.218,9.315,30.62
"1902",1317,"2013-10-05",51.458,85.802,7.605,42.122
"1903",1317,"2013-10-06",50.092,82.976,12.434,53.578
"1904",1317,"2013-10-07",49.294,83.511,11.433,60.765
"1905",1317,"2013-10-08",46.166,77.77,21.695,88.259
"1906",1317,"2013-10-09",47.109,74.12,23.305,81.102
"1907",1317,"2013-10-10",46.346,73.731,32.646,83.532
"1908",1317,"2013-10-11",40.064,70.543,37.617,97.364
"1909",1317,"2013-10-12",44.4,72.264,36.991,92.546
