"","Plot","DATE","minHrlyTemp","maxHrlyTemp","minHrlyRH","maxHrlyRH","meanHrlyRH"
"34",1301,"2016-02-03",3.985,10.736,63.653,97.571,81.9989375
"35",1301,"2016-02-04",NA,NA,NA,NA,NA
"36",1301,"2016-02-05",4.869,16.225,49.984,100,86.4034583333333
"37",1301,"2016-02-06",6.433,17.368,39.145,97.02,73.5306458333333
"38",1301,"2016-02-07",11.856,25.283,30.11,80.797,45.478875
"39",1301,"2016-02-08",15.151,25.113,26.489,69.008,40.21825
"40",1301,"2016-02-09",12.389,22.896,33.807,83.103,52.5525833333333
"41",1301,"2016-02-10",11.394,20.841,31.379,86.046,64.8924791666667
"42",1301,"2016-02-11",12.098,21.987,38.565,77.251,63.1737708333333
"43",1301,"2016-02-12",10.638,20.627,56.502,94.954,72.0104791666667
"44",1301,"2016-02-13",8.319,20.698,35.877,96.919,69.7327083333333
"45",1301,"2016-02-14",11.029,22.106,54.471,75.818,62.9978541666667
"46",1301,"2016-02-15",13.906,25.89,28.288,65.193,46.4601875
"47",1301,"2016-02-16",13.906,25.016,35.929,75.336,56.7757916666667
"48",1301,"2016-02-17",6.357,15.986,61.23,100,82.723375
"49",1301,"2016-02-18",6.102,12.34,79.855,100,96.2398958333333
"50",1301,"2016-02-19",5.642,9.558,94.993,100,99.1327083333333
"51",1301,"2016-02-20",3.485,13.425,55.52,100,82.8440625
"52",1301,"2016-02-21",5.616,16.272,48.625,92.04,74.0530208333333
"53",1301,"2016-02-22",6.712,19.888,31.736,91.698,64.0730208333333
"54",1301,"2016-02-23",10.222,20.913,26.536,58.295,40.7504791666667
"55",1301,"2016-02-24",9.213,20.555,39.016,82.466,55.9509583333333
"56",1301,"2016-02-25",10.59,21.7,42.847,82.659,67.8422083333333
"57",1301,"2016-02-26",10.834,18.105,63.068,100,82.5316666666667
"58",1301,"2016-02-27",7.469,17.819,53.628,100,82.1526458333333
"59",1301,"2016-02-28",8.469,17.32,53.262,91.027,79.0366041666667
"60",1301,"2016-02-29",9.015,21.39,32.815,86.248,68.3319375
"61",1301,"2016-03-01",11.467,18.794,49.557,99.746,73.9907083333333
"62",1301,"2016-03-02",9.78,20.603,68.683,100,92.0015833333333
"63",1301,"2016-03-03",10.345,14.409,95.339,100,99.5285625
"64",1301,"2016-03-04",11.37,14.625,100,100,100
"65",1301,"2016-03-05",9.706,13.642,100,100,100
"66",1301,"2016-03-06",5.539,12.025,87.288,100,98.3226666666667
"67",1301,"2016-03-07",5.847,11.54,74.32,100,92.5995833333333
"68",1301,"2016-03-08",2.637,11.589,65.46,98.227,86.302375
"69",1301,"2016-03-09",6.56,12.437,95.282,100,99.6184375
"70",1301,"2016-03-10",9.558,12.896,90.645,100,99.2880416666667
"71",1301,"2016-03-11",7.167,11.54,95.402,100,99.632375
"72",1301,"2016-03-12",5.693,10.516,100,100,100
"73",1301,"2016-03-13",9.312,11.637,100,100,100
"74",1301,"2016-03-14",5.591,13.209,57.028,100,84.0279583333333
"75",1301,"2016-03-15",4.037,17.629,27.797,97.21,69.6711666666667
"76",1301,"2016-03-16",7.82,21.485,44.675,83.926,67.1235416666667
"77",1301,"2016-03-17",11.248,23.809,36.516,82.785,61.0916875
"78",1301,"2016-03-18",7.368,18.842,64.037,98.564,84.6359791666667
"79",1301,"2016-03-19",7.82,17.629,75.07,100,91.9765416666667
"80",1301,"2016-03-20",8.866,13.257,99.282,100,99.9646875
"81",1301,"2016-03-21",5.719,11.078,95.445,100,99.5317708333333
"82",1301,"2016-03-22",4.792,13.738,55.954,100,84.9091875
"83",1301,"2016-03-23",5.693,17.843,41.1,94.194,71.2806666666667
"84",1301,"2016-03-24",8.095,19.841,50.752,91.592,76.7650833333333
"85",1301,"2016-03-25",7.87,20.484,36.29,94.084,68.1236875
"86",1301,"2016-03-26",8.27,21.748,54.082,94.296,72.8540833333333
"87",1301,"2016-03-27",6.864,18.343,45.082,96.721,76.8316875
"88",1301,"2016-03-28",4.35,13.473,41.457,83.5,69.0863541666667
"89",1301,"2016-03-29",4.844,16.844,31.896,81.015,57.7958958333333
"90",1301,"2016-03-30",4.921,18.129,49.272,94.255,73.893625
"91",1301,"2016-03-31",5.693,19.627,52.266,100,77.9497916666667
"92",1301,"2016-04-01",6.484,19.532,58.409,98.186,78.6889583333333
"93",1301,"2016-04-02",6.102,21.413,64.181,100,86.5937916666667
"94",1301,"2016-04-03",6.56,19.555,55.333,100,83.4161666666667
"95",1301,"2016-04-04",10.247,22.082,36.168,98.09,69.1892916666667
"96",1301,"2016-04-05",9.952,27.358,19.291,72.633,45.7239166666667
"97",1301,"2016-04-06",17.605,30.748,21.21,64.577,38.789375
"98",1301,"2016-04-07",11.443,19.127,50.218,93.553,72.5492708333333
"99",1301,"2016-04-08",9.534,20.103,67.811,100,89.677375
"100",1301,"2016-04-09",10.883,12.243,100,100,100
"101",1301,"2016-04-10",9.509,12.871,97.211,100,99.5199583333333
"102",1301,"2016-04-11",10.026,15.031,91.386,100,97.8393333333333
"103",1301,"2016-04-12",8.866,17.225,69.596,100,87.9833958333333
"104",1301,"2016-04-13",8.02,17.582,55.34,99.791,78.6555625
"105",1301,"2016-04-14",4.895,14.457,59.94,100,83.9148541666667
"106",1301,"2016-04-15",5.334,20.674,21.756,90.334,57.5028958333333
"107",1301,"2016-04-16",12.195,26.891,23.24,56.688,40.3930208333333
"108",1301,"2016-04-17",14.84,27.875,20.74,67.994,43.27425
"109",1301,"2016-04-18",14.17,27.825,30.8,67.3,49.1731041666667
"110",1301,"2016-04-19",11.71,25.768,20.091,61.509,42.6758541666667
"111",1301,"2016-04-20",9.262,21.413,35.931,98.867,58.907625
"112",1301,"2016-04-21",10.712,16.987,79.057,100,93.5619166666667
"113",1301,"2016-04-22",6.813,12.243,80.902,100,95.8941875
"114",1301,"2016-04-23",6.077,18.105,48.83,100,83.0229375
"115",1301,"2016-04-24",7.268,17.272,54.909,94.942,72.758375
"116",1301,"2016-04-25",4.558,18.2,38.609,81.798,60.7003125
"117",1301,"2016-04-26",6.153,19.698,33.238,89.308,62.7856875
"118",1301,"2016-04-27",6.661,15.986,58.856,96.502,73.88825
"119",1301,"2016-04-28",7.242,24.074,36.269,90.612,69.4452916666667
"120",1301,"2016-04-29",8.817,22.034,41.398,90.293,68.2345833333333
"121",1301,"2016-04-30",9.706,23.352,30.347,72.834,42.5376666666667
"122",1301,"2016-05-01",NA,NA,NA,NA,NA
"123",1301,"2016-05-02",8.12,22.274,55.8,99.568,78.2726041666667
"124",1301,"2016-05-03",8.494,22.274,57.193,98.796,79.4207916666667
"125",1301,"2016-05-04",10.712,19.151,64.804,97.535,83.4413958333333
"126",1301,"2016-05-05",10.516,15.509,73.252,93.618,85.7785833333333
"127",1301,"2016-05-06",10.198,14.96,86.474,98.604,95.2831458333333
"128",1301,"2016-05-07",10.051,12.413,97.205,100,99.6291458333333
"129",1301,"2016-05-08",10.492,16.296,90.522,100,97.6721041666667
"130",1301,"2016-05-09",9.706,19.222,75.561,100,93.8672708333333
"131",1301,"2016-05-10",9.114,24.388,62.71,100,84.5373125
"132",1301,"2016-05-11",7.72,22.896,54.49,100,81.84725
"133",1301,"2016-05-12",7.419,23.833,59.127,100,85.3377291666667
"134",1301,"2016-05-13",8.668,19.984,60.557,100,86.6175416666667
"135",1301,"2016-05-14",8.369,18.675,71.456,96.826,87.4865
"136",1301,"2016-05-15",10.001,24.146,42.146,98.451,74.4906041666667
"137",1301,"2016-05-16",11.151,26.818,39.893,88.026,64.6695
"138",1301,"2016-05-17",16.844,31.459,22.055,65.367,40.3855
"139",1301,"2016-05-18",14.697,30.798,34.443,75.213,48.779375
"140",1301,"2016-05-19",9.163,23.064,39.719,82.352,62.1857708333333
"141",1301,"2016-05-20",7.293,18.414,40.192,83.529,62.0457708333333
"142",1301,"2016-05-21",6.661,14.697,65.364,99.915,89.1330833333333
"143",1301,"2016-05-22",7.142,17.534,59.117,100,85.1185625
"144",1301,"2016-05-23",8.469,19.936,53.09,96.385,78.0509166666667
"145",1301,"2016-05-24",8.866,19.389,63.618,99.386,85.2022083333333
"146",1301,"2016-05-25",10.418,21.604,60.887,100,84.0227291666667
"147",1301,"2016-05-26",9.139,25.404,49.849,99.165,75.3676041666667
"148",1301,"2016-05-27",8.841,28.221,39.573,96.528,60.3130833333333
"149",1301,"2016-05-28",13.522,28.791,28.384,62.032,45.0275
"150",1301,"2016-05-29",12.292,25.768,44.739,87.196,60.9116666666667
"151",1301,"2016-05-30",12.219,29.715,40.429,93.445,63.5846041666667
"152",1301,"2016-05-31",15.294,32.768,33.176,76.208,53.3326458333333
"153",1301,"2016-06-01",11.734,29.14,39.671,91.158,65.9957083333333
"154",1301,"2016-06-02",9.879,32.872,25.292,98.645,52.8340625
"155",1301,"2016-06-03",18.961,34.969,21.185,40.445,31.6778958333333
"156",1301,"2016-06-04",15.748,29.84,29.255,75.172,47.0729375
"157",1301,"2016-06-05",12.92,31.433,34.443,86.006,62.5513541666667
"158",1301,"2016-06-06",10.687,24.243,53.586,98.141,77.2794583333333
"159",1301,"2016-06-07",11.273,24.291,57.186,100,87.0770208333333
"160",1301,"2016-06-08",10.785,24.677,52.67,100,85.7564583333333
"161",1301,"2016-06-09",9.879,24.171,54.548,99.729,79.0603333333333
"162",1301,"2016-06-10",11.589,25.963,21.254,84.532,60.667
"163",1301,"2016-06-11",10.712,30.495,24.992,78.005,47.6852916666667
"164",1301,"2016-06-12",10.394,24.653,43.218,96.313,66.7190625
"165",1301,"2016-06-13",9.829,26.867,33.822,99.986,70.59225
"166",1301,"2016-06-14",9.361,23.232,34.397,77.996,58.7583333333333
"167",1301,"2016-06-15",7.945,18.461,38.624,91.19,67.3799375
"168",1301,"2016-06-16",9.188,19.841,52.966,95.881,82.1034375
"169",1301,"2016-06-17",10.394,17.962,60.964,98.802,89.3279583333333
"170",1301,"2016-06-18",9.977,25.72,29.794,99.048,69.4002083333333
"171",1301,"2016-06-19",13.112,29.439,16.481,76.233,44.1909166666667
"172",1301,"2016-06-20",13.305,32.381,17.752,54.601,36.4059166666667
"173",1301,"2016-06-21",15.079,34.73,21.364,62.593,41.2718333333333
"174",1301,"2016-06-22",14.194,32.278,27.131,70.132,48.6836666666667
"175",1301,"2016-06-23",12.098,31.791,23.798,78.42,49.6986875
"176",1301,"2016-06-24",11.297,31.663,25.535,91.747,55.2971458333333
"177",1301,"2016-06-25",15.438,34.466,20.698,69.077,41.532125
"178",1301,"2016-06-26",17.415,37.096,18.382,56.773,32.7967916666667
"179",1301,"2016-06-27",20.841,37.563,20.056,34.602,28.8678541666667
"180",1301,"2016-06-28",19.246,36.552,22.566,58.323,35.0143958333333
"181",1301,"2016-06-29",15.103,32.253,32.957,80.767,54.5132916666667
"182",1301,"2016-06-30",12.968,34.281,31.35,86.535,53.8331041666667
"183",1301,"2016-07-01",14.266,32.175,36.251,84.208,58.9329375
"184",1301,"2016-07-02",12.727,28.99,40.782,91.252,67.7219166666667
"185",1301,"2016-07-03",10.516,28.097,35.354,95.683,67.2221458333333
"186",1301,"2016-07-04",9.435,25.162,50.2,99.752,81.5424791666667
"187",1301,"2016-07-05",8.792,25.065,46.524,99.897,79.9970833333333
"188",1301,"2016-07-06",8.568,27.456,40.733,97.175,68.7760833333333
"189",1301,"2016-07-07",9.706,26.867,41.147,97.798,71.6995
"190",1301,"2016-07-08",9.854,28.891,36.106,99.373,70.1596666666667
"191",1301,"2016-07-09",12.122,25.841,44.949,94.693,67.184875
"192",1301,"2016-07-10",10.001,27.924,26.921,84.589,56.1896666666667
"193",1301,"2016-07-11",12.34,29.941,29.136,81.493,52.4694166666667
"194",1301,"2016-07-12",11.297,31.103,29.361,86.038,54.3395
"195",1301,"2016-07-13",15.318,35.049,23.56,71.94,45.8854583333333
"196",1301,"2016-07-14",16.249,35.77,18.89,70.182,42.4644166666667
"197",1301,"2016-07-15",11.005,30.798,36.643,92.548,63.0793333333333
"198",1301,"2016-07-16",9.928,28.965,38.586,99.576,73.5681041666667
"199",1301,"2016-07-17",8.742,26.916,42.235,98.889,74.7222708333333
"200",1301,"2016-07-18",9.903,25.598,46.182,99.703,76.2247291666667
"201",1301,"2016-07-19",10.345,27.53,35.972,97.254,66.3104791666667
"202",1301,"2016-07-20",10.222,30.091,26.885,87.047,54.12525
"203",1301,"2016-07-21",9.064,28.742,30.36,90.561,58.3019166666667
"204",1301,"2016-07-22",11.856,33.339,24.219,84.245,48.6299791666667
"205",1301,"2016-07-23",16.368,36.688,19.704,63.859,38.0186666666667
"206",1301,"2016-07-24",16.368,35.85,23.012,76.513,43.5580208333333
"207",1301,"2016-07-25",12.001,35.315,31.713,92.067,61.3305
"208",1301,"2016-07-26",18.129,38.17,13.873,65.003,40.3720416666667
"209",1301,"2016-07-27",18.152,37.261,22.016,62.972,42.4793125
"210",1301,"2016-07-28",15.151,34.863,19.233,75.136,48.5660833333333
"211",1301,"2016-07-29",16.606,35.529,20.019,70.461,47.5675625
"212",1301,"2016-07-30",13.185,31.765,28.607,80.259,56.822125
"213",1301,"2016-07-31",9.287,28.493,33.815,99.265,71.3249166666667
"214",1301,"2016-08-01",9.287,28.369,41.357,99.511,73.5641458333333
"215",1301,"2016-08-02",9.706,31.204,34.621,99.499,67.5147708333333
"216",1301,"2016-08-03",12.195,31.382,32.371,94.671,63.8388125
"217",1301,"2016-08-04",9.805,23.064,50.141,99.371,82.2319375
"218",1301,"2016-08-05",9.78,24.219,50.171,100,82.1562916666667
"219",1301,"2016-08-06",9.312,26.695,43.904,97.737,73.9402708333333
"220",1301,"2016-08-07",8.817,30.293,29.233,98.763,64.1508125
"221",1301,"2016-08-08",13.377,32.15,28.091,78.797,53.2728958333333
"222",1301,"2016-08-09",11.005,31.459,30.426,93.728,58.3184166666667
"223",1301,"2016-08-10",11.783,28.394,41.18,97.647,67.97625
"224",1301,"2016-08-11",9.829,28.965,39.319,96.506,67.6819583333333
"225",1301,"2016-08-12",12.34,32.691,27.016,91.493,56.8337083333333
"226",1301,"2016-08-13",15.7,34.097,21.84,65.599,43.3062708333333
"227",1301,"2016-08-14",13.762,33.887,15.273,78.648,45.196375
"228",1301,"2016-08-15",7.97,28.593,40.209,94.952,67.6085416666667
"229",1301,"2016-08-16",9.903,33.105,29.274,92.491,61.951875
"230",1301,"2016-08-17",12.534,31.561,35.752,89.968,63.9577916666667
"231",1301,"2016-08-18",10.149,30.369,39.064,93.09,62.4097708333333
"232",1301,"2016-08-19",11.467,26.622,38.611,93.387,67.6337708333333
"233",1301,"2016-08-20",11.102,27.998,41.203,97.884,75.571375
"234",1301,"2016-08-21",11.273,26.965,41.528,100,77.0631666666667
"235",1301,"2016-08-22",9.756,26.402,43.584,100,78.5877916666667
"236",1301,"2016-08-23",10.638,24.968,51.223,100,84.3858333333333
"237",1301,"2016-08-24",8.792,27.382,41.202,100,75.9328125
"238",1301,"2016-08-25",8.319,25.501,40.997,100,81.0100416666667
"239",1301,"2016-08-26",12.001,23.472,56.194,100,87.9983333333333
"240",1301,"2016-08-27",11.832,23.28,55.35,98.607,84.9141041666667
"241",1301,"2016-08-28",10.81,26.965,42.274,100,78.4460416666667
"242",1301,"2016-08-29",10.173,26.134,37.764,100,75.2951041666667
"243",1301,"2016-08-30",13.546,31.103,28.471,84.579,57.402625
"244",1301,"2016-08-31",12.992,30.041,27.907,85.637,57.540125
"245",1301,"2016-09-01",11.613,27.751,43.346,98.602,70.0643333333333
"246",1301,"2016-09-02",13.209,30.016,31.298,76.156,52.1635
"247",1301,"2016-09-03",12.485,27.358,34.352,78.485,56.6700208333333
"248",1301,"2016-09-04",8.841,26.989,30.737,87.447,56.9251041666667
"249",1301,"2016-09-05",11.37,28.916,27.281,75.849,49.2391041666667
"250",1301,"2016-09-06",14.577,31.357,22.247,64.229,42.7185208333333
"251",1301,"2016-09-07",17.201,34.097,23.144,68.765,39.544625
"252",1301,"2016-09-08",11.492,23.905,39.747,96.321,71.7910416666667
"253",1301,"2016-09-09",9.682,27.628,36.314,98.089,68.3112708333333
"254",1301,"2016-09-10",8.916,28.295,40.641,96.629,71.8179791666667
"255",1301,"2016-09-11",9.78,20.793,58.41,100,87.2218541666667
"256",1301,"2016-09-12",8.767,19.532,55.427,100,89.4468541666667
"257",1301,"2016-09-13",9.46,22.896,43.324,96.856,77.1692291666667
"258",1301,"2016-09-14",10.198,24.75,37.196,99.764,71.3523958333333
"259",1301,"2016-09-15",11.54,27.702,31.78,89.334,60.2771875
"260",1301,"2016-09-16",10.051,29.04,29.646,92.046,58.4735416666667
"261",1301,"2016-09-17",13.81,32.433,22.718,74.188,43.7614375
"262",1301,"2016-09-18",19.27,35.395,20.287,49.293,35.3812291666667
"263",1301,"2016-09-19",17.843,35.208,27.321,63.933,42.873875
"264",1301,"2016-09-20",10.858,28.345,23.622,88.772,54.83325
"265",1301,"2016-09-21",9.829,23.833,19.876,73.74,54.0291458333333
"266",1301,"2016-09-22",9.41,23.4,27.837,80.948,57.6939791666667
"267",1301,"2016-09-23",10.638,26.256,21.628,76.991,53.2624375
"268",1301,"2016-09-24",15.27,32.098,22.268,77.012,52.72875
"269",1301,"2016-09-25",23.136,36.796,9.367,29.506,18.6140208333333
"270",1301,"2016-09-26",21.939,35.743,11.934,30.19,22.0614791666667
"271",1301,"2016-09-27",19.746,34.44,17.737,42.111,26.963625
"272",1301,"2016-09-28",9.558,30.142,30.993,95.074,51.20825
"273",1301,"2016-09-29",9.089,23.16,40.742,100,79.7752708333333
"274",1301,"2016-09-30",8.045,21.437,21.405,100,71.4063125
"275",1301,"2016-10-01",9.114,22.489,25.034,89.53,62.0135625
"276",1301,"2016-10-02",8.866,18.604,42.846,95.644,75.3781041666667
"277",1301,"2016-10-03",8.593,12.147,84.412,99.066,93.1154583333333
"278",1301,"2016-10-04",10.198,19.746,44.613,100,78.1925416666667
"279",1301,"2016-10-05",9.509,22.034,35.376,84.482,62.9080625
"280",1301,"2016-10-06",9.756,24.605,25.082,85.934,53.0094375
"281",1301,"2016-10-07",13.618,29.115,19.216,58.907,38.0139375
"282",1301,"2016-10-08",17.653,30.596,25.875,46.581,36.5281041666667
"283",1301,"2016-10-09",14.218,29.59,21.017,50.592,36.4257708333333
"284",1301,"2016-10-10",9.558,23.785,32.146,96.5,53.9870625
"285",1301,"2016-10-11",8.792,20.627,48.466,92.968,78.9743125
"286",1301,"2016-10-12",7.217,21.246,52.54,99.49,78.2417916666667
"287",1301,"2016-10-13",9.756,18.295,65.06,99.85,80.2098958333333
"288",1301,"2016-10-14",11.394,15.318,96.005,100,99.6442916666667
"289",1301,"2016-10-15",11.273,14.625,92.14,100,98.9232083333333
"290",1301,"2016-10-16",11.759,15.891,93.23,100,98.9974375
"291",1301,"2016-10-17",10.051,16.796,68.766,100,90.8637083333333
"292",1301,"2016-10-18",9.336,19.056,45.204,99.429,75.4948541666667
"293",1301,"2016-10-19",9.064,22.274,29.928,81.509,54.3560416666667
"294",1301,"2016-10-20",12.751,26.182,34.224,76.952,54.9459583333333
"295",1301,"2016-10-21",12.727,24.46,44.216,94.152,67.691875
"296",1301,"2016-10-22",9.731,18.818,58.119,98.711,80.9775
"297",1301,"2016-10-23",8.717,19.318,35.246,94.96,75.2624375
"298",1301,"2016-10-24",10.565,13.064,84.955,100,95.6245416666667
"299",1301,"2016-10-25",11.102,14.721,100,100,100
"300",1301,"2016-10-26",11.832,18.961,72.289,100,93.4276458333333
"301",1301,"2016-10-27",13.137,14.792,95.784,100,99.2084583333333
"302",1301,"2016-10-28",13.185,15.438,100,100,100
"303",1301,"2016-10-29",12.147,15.247,97.083,100,99.7387916666667
"304",1301,"2016-10-30",10.81,13.906,94.158,100,99.4768958333333
"305",1301,"2016-10-31",9.805,13.642,93.554,100,99.4192291666667
"306",1301,"2016-11-01",8.866,15.103,77.15,100,94.3232708333333
"307",1301,"2016-11-02",8.27,18.01,54.98,98.417,82.2333125
"308",1301,"2016-11-03",9.829,21.008,44.472,96.293,71.9253541666667
"309",1301,"2016-11-04",11.856,21.604,46.972,85.662,64.3282916666667
"310",1301,"2016-11-05",11.224,19.222,63.959,100,83.6036666666667
"311",1301,"2016-11-06",11.321,16.773,76.872,100,92.6290625
"312",1301,"2016-11-07",NA,NA,NA,NA,NA
"313",1301,"2016-11-08",14.146,21.963,62.496,95.578,80.0372708333333
"314",1301,"2016-11-09",11.565,23.016,60.759,100,87.0192083333333
"315",1301,"2016-11-10",14.218,24.219,45.009,98.9,78.1646041666667
"316",1301,"2016-11-11",13.618,21.032,61.488,94.637,79.9379375
"317",1301,"2016-11-12",11.492,18.771,67.694,100,91.3862291666667
"318",1301,"2016-11-13",12.05,20.198,71.946,100,90.0895
"319",1301,"2016-11-14",10.81,21.628,59.828,99.522,89.1065625
"320",1301,"2016-11-15",7.87,14.194,84.938,100,96.2987083333333
"321",1301,"2016-11-16",5.796,12.775,56.441,96.332,79.9653958333333
"322",1301,"2016-11-17",3.854,13.81,48.594,88.839,71.9195625
"323",1301,"2016-11-18",7.87,15.438,41.778,74.776,56.9073958333333
"324",1301,"2016-11-19",8.344,11.807,67.992,100,98.7864375
"325",1301,"2016-11-20",8.02,13.546,87.873,100,98.3699375
"326",1301,"2016-11-21",7.393,13.642,71.29,100,90.6360625
"327",1301,"2016-11-22",5.437,12.437,69.381,100,92.0872291666667
"328",1301,"2016-11-23",4.688,10.883,68.867,100,89.0505
"329",1301,"2016-11-24",4.454,11.977,63.196,93.093,81.9678541666667
"330",1301,"2016-11-25",5.949,10.932,76.626,92.2,84.4773125
"331",1301,"2016-11-26",6.712,9.608,91.309,100,98.2613958333333
"332",1301,"2016-11-27",5.076,10.81,73.888,100,88.988375
"333",1301,"2016-11-28",6.712,11.856,69.07,100,88.1897083333333
"334",1301,"2016-11-29",4.141,13.882,41.865,92.328,67.6420208333333
"335",1301,"2016-11-30",5.231,11.637,74.007,96.356,86.95225
"336",1301,"2016-12-01",4.402,11.71,42.014,91.869,69.9527083333333
"337",1301,"2016-12-02",8.17,14.337,31.641,63.944,42.90875
"338",1301,"2016-12-03",6.56,16.415,53.007,90.797,68.32275
"339",1301,"2016-12-04",6.763,16.463,58.677,98.767,83.2156041666667
"340",1301,"2016-12-05",3.221,10.001,71.002,100,87.9935833333333
"341",1301,"2016-12-06",2.289,9.361,63.06,89.27,78.7360625
"342",1301,"2016-12-07",2.45,8.419,48.631,99.863,71.7864166666667
"343",1301,"2016-12-08",2.93,11.224,100,100,100
"344",1301,"2016-12-09",11.078,12.799,100,100,100
"345",1301,"2016-12-10",6.255,13.425,98.51,100,99.8626875
"346",1301,"2016-12-11",3.749,9.188,89.507,100,96.8498333333333
"347",1301,"2016-12-12",3.617,10.296,67.241,99.565,89.288125
"348",1301,"2016-12-13",5.77,11.492,67.265,100,90.4625833333333
"349",1301,"2016-12-14",8.543,12.413,100,100,100
"350",1301,"2016-12-15",8.02,12.437,100,100,100
"351",1301,"2016-12-16",1.886,7.845,58.353,100,81.256375
"352",1301,"2016-12-17",-0.507,6.763,54.432,88.143,74.3455416666667
"353",1301,"2016-12-18",1.208,10.296,33.264,85.873,59.3761875
"354",1301,"2016-12-19",2.316,11.613,40.86,83.052,64.5753541666667
"355",1301,"2016-12-20",3.906,13.906,42.833,82.197,64.8646875
"356",1301,"2016-12-21",7.318,16.915,40.407,83.566,55.2368125
"357",1301,"2016-12-22",6.914,15.461,44.246,81.158,60.06875
"358",1301,"2016-12-23",2.77,8.12,79.402,100,96.6740625
"359",1301,"2016-12-24",0.934,7.293,66.059,99.146,87.0160208333333
"360",1301,"2016-12-25",0.163,8.27,52.63,93.405,73.8476041666667
"361",1301,"2016-12-26",1.967,9.805,37.574,78.489,59.2007083333333
"362",1301,"2016-12-27",2.903,12.001,34.037,80.813,56.3240833333333
"363",1301,"2016-12-28",4.35,14.553,40.036,82.527,62.7248541666667
"364",1301,"2016-12-29",5.334,16.487,38.239,83.693,51.86875
"365",1301,"2016-12-30",3.274,15.199,47.851,98.338,67.7706041666667
"366",1301,"2016-12-31",1.94,9.213,74.583,99.665,88.9127083333333
"367",1302,"2016-01-01",0.163,7.72,40.033,52.399,43.7828125
"368",1302,"2016-01-02",4.662,9.139,42.021,60.901,54.7884791666667
"369",1302,"2016-01-03",5.514,8.817,52.624,95.408,70.0565833333333
"370",1302,"2016-01-04",5.898,9.977,85.977,100,96.5341458333333
"371",1302,"2016-01-05",6.458,9.41,100,100,100
"372",1302,"2016-01-06",4.869,7.67,100,100,100
"373",1302,"2016-01-07",4.844,9.879,87.513,100,98.2966666666667
"374",1302,"2016-01-08",4.766,8.02,90.015,100,98.6276875
"375",1302,"2016-01-09",6,7.795,100,100,100
"376",1302,"2016-01-10",5.462,10.394,80.089,100,91.7193125
"377",1302,"2016-01-11",8.07,11.977,83.349,95.026,88.4447291666667
"378",1302,"2016-01-12",8.369,14.098,72.882,96.124,87.0731458333333
"379",1302,"2016-01-13",5.36,10.81,93.068,100,99.2449375
"380",1302,"2016-01-14",4.921,9.78,95.015,100,99.3442708333333
"381",1302,"2016-01-15",5.334,11.734,78.909,100,94.3515416666667
"382",1302,"2016-01-16",7.293,12.316,100,100,100
"383",1302,"2016-01-17",11.273,12.316,100,100,100
"384",1302,"2016-01-18",8.07,11.71,100,100,100
"385",1302,"2016-01-19",7.393,12.968,93.13,100,99.2813125
"386",1302,"2016-01-20",7.116,12.582,72.908,100,91.2906041666667
