"","Plot","DATE","minHrlyTemp","maxHrlyTemp","minHrlyRH","maxHrlyRH","meanHrlyRH"
"106",1301,"2014-05-05",7.97,18.01,45.065,93.644,70.131375
"107",1301,"2014-05-06",6.763,21.963,35.237,83.706,63.4725833333333
"108",1301,"2014-05-07",7.469,21.437,41.583,88.047,65.5625625
"109",1301,"2014-05-08",9.114,15.891,59.036,100,82.6518541666667
"110",1301,"2014-05-09",9.163,20.388,35.563,100,73.8494791666667
"111",1301,"2014-05-10",6.737,19.984,36.77,87.97,61.6316041666667
"112",1301,"2014-05-11",9.657,25.939,17.299,75.904,35.50725
"113",1301,"2014-05-12",13.016,29.29,20.56,57.627,35.0022708333333
"114",1301,"2014-05-13",15.963,32.613,19.946,43.815,31.9800208333333
"115",1301,"2014-05-14",NA,NA,NA,NA,NA
"116",1301,"2014-05-15",16.677,31.001,16.298,40.219,27.9043125
"117",1301,"2014-05-16",12.703,28.841,26.489,68.176,43.0877291666667
"118",1301,"2014-05-17",10.687,26.671,28.256,84.848,57.3804583333333
"119",1301,"2014-05-18",9.361,22.753,27.601,85.418,60.66625
"120",1301,"2014-05-19",9.706,20.198,42.565,85.032,67.3910416666667
"121",1301,"2014-05-20",9.089,22.226,41.097,88.445,65.984125
"122",1301,"2014-05-21",8.519,25.137,41.815,96.001,70.354375
"123",1301,"2014-05-22",8.618,25.21,50.377,99.424,74.073375
"124",1301,"2014-05-23",9.114,28.147,42.636,95.728,65.1152083333333
"125",1301,"2014-05-24",14.649,29.49,37.446,69.948,51.14975
"126",1301,"2014-05-25",13.834,32.304,23.598,58.593,39.5214375
"127",1301,"2014-05-26",14.361,30.849,17.383,61.24,42.377625
"128",1301,"2014-05-27",9.558,28.692,21.936,81.101,50.2318541666667
"129",1301,"2014-05-28",9.361,25.987,18.968,65.516,44.0281666666667
"130",1301,"2014-05-29",11.54,27.924,17.778,63.755,37.5069583333333
"131",1301,"2014-05-30",8.17,23.04,43.263,93.761,69.4792708333333
"132",1301,"2014-05-31",7.142,26.524,35.837,99.045,67.3066875
"133",1301,"2014-06-01",11.2,27.53,29.903,86.172,57.2161666666667
"134",1301,"2014-06-02",9.213,23.593,48.052,97.942,79.0165208333333
"135",1301,"2014-06-03",8.12,24.146,49.255,99.62,78.0343541666667
"136",1301,"2014-06-04",11.224,29.715,28.97,94.207,58.3138333333333
"137",1301,"2014-06-05",10.785,26.72,36.582,87.867,62.3882708333333
"138",1301,"2014-06-06",9.608,26.256,45.712,99.581,77.3625
"139",1301,"2014-06-07",7.72,30.444,33.954,97.202,65.8428958333333
"140",1301,"2014-06-08",16.701,37.206,24.709,76.8,36.8365208333333
"141",1301,"2014-06-09",18.343,36.039,25.181,70.519,37.0642708333333
"142",1301,"2014-06-10",11.419,26.256,47.383,98.092,69.4530208333333
"143",1301,"2014-06-11",10.467,20.531,60.533,100,87.5542708333333
"144",1301,"2014-06-12",9.41,26.72,29.412,99.903,67.8576875
"145",1301,"2014-06-13",10.051,28.941,24.806,86.906,53.8611458333333
"146",1301,"2014-06-14",12.606,26.94,25.976,73.271,47.3783125
"147",1301,"2014-06-15",10.687,27.604,34.033,75.01,53.6781458333333
"148",1301,"2014-06-16",10.271,25.113,27.494,79.785,52.7992916666667
"149",1301,"2014-06-17",9.262,27.063,18.825,65.846,42.1500625
"150",1301,"2014-06-18",14.337,30.925,15.389,55.302,31.7183958333333
"151",1301,"2014-06-19",11.224,29.29,27.09,77.037,46.0990416666667
"152",1301,"2014-06-20",14.96,33.027,15.403,63.677,40.7823541666667
"153",1301,"2014-06-21",13.257,29.19,28.562,67.808,46.874
"154",1301,"2014-06-22",11.419,28.866,31.507,81.677,53.2735625
"155",1301,"2014-06-23",9.756,31.51,27.368,92.994,52.652625
"156",1301,"2014-06-24",16.201,32.021,25.313,74.214,44.6036458333333
"157",1301,"2014-06-25",12.968,26.818,47.656,91.559,69.7216041666667
"158",1301,"2014-06-26",12.727,24.702,47.321,92.948,74.16275
"159",1301,"2014-06-27",11.467,27.284,49.548,96.863,73.6414583333333
"160",1301,"2014-06-28",11.662,31.23,31.379,95.286,59.9839791666667
"161",1301,"2014-06-29",14.984,34.466,26.606,68.274,44.6693125
"162",1301,"2014-06-30",14.96,35.689,21.998,71.718,41.4429166666667
"163",1301,"2014-07-01",10.59,27.087,43.63,93.517,68.7534583333333
"164",1301,"2014-07-02",9.78,30.142,39.841,98.19,68.8989791666667
"165",1301,"2014-07-03",11.856,31.663,35.288,92.532,63.0043541666667
"166",1301,"2014-07-04",12.389,30.495,32.254,93.729,61.4890208333333
"167",1301,"2014-07-05",9.756,32.613,22.099,93.46,53.8607708333333
"168",1301,"2014-07-06",14.481,35.208,14.381,67.598,40.7738958333333
"169",1301,"2014-07-07",15.294,30.722,33.387,70.521,53.0695416666667
"170",1301,"2014-07-08",13.088,30.925,38.384,84.961,63.6975208333333
"171",1301,"2014-07-09",10.467,26.842,47.691,98.781,79.0521041666667
"172",1301,"2014-07-10",11.394,24.195,54.05,99.86,85.68425
"173",1301,"2014-07-11",12.364,23.569,52.013,95.759,77.2084375
"174",1301,"2014-07-12",11.686,27.924,42.644,98.75,75.4059166666667
"175",1301,"2014-07-13",10.98,34.783,27.089,96.871,56.0189791666667
"176",1301,"2014-07-14",16.32,36.308,25.302,72.468,43.5449166666667
"177",1301,"2014-07-15",14.673,26.989,46.027,94.702,69.531875
"178",1301,"2014-07-16",13.834,21.819,64.16,95.666,84.3137083333333
"179",1301,"2014-07-17",12.751,23.713,55.139,98.898,83.9077083333333
"180",1301,"2014-07-18",12.195,24.002,55.946,99.605,83.3873541666667
"181",1301,"2014-07-19",11.467,27.112,46.509,100,78.041625
"182",1301,"2014-07-20",11.953,20.269,65.213,99.465,86.25075
"183",1301,"2014-07-21",13.618,23.497,58.859,100,86.5476666666667
"184",1301,"2014-07-22",13.088,24.629,50.225,100,82.989
"185",1301,"2014-07-23",13.016,27.456,45.862,97.469,70.9766041666667
"186",1301,"2014-07-24",15.366,32.872,28.996,82.386,52.6724166666667
"187",1301,"2014-07-25",NA,NA,NA,NA,NA
"188",1301,"2014-07-26",61.72,97.16,23.105,70.607,42.4867083333333
"189",1301,"2014-07-27",60.346,97.696,18.765,76.976,46.1932708333333
"190",1301,"2014-07-28",53.166,85.757,33.462,86.791,55.6727083333333
"191",1301,"2014-07-29",53.645,90.1,26.79,85.382,52.977
"192",1301,"2014-07-30",58.712,93.612,26.967,87.472,56.475
"193",1301,"2014-07-31",54.3,94.323,28.167,92.962,56.3149583333333
"194",1301,"2014-08-01",64.161,98.823,18.497,70.632,39.6494583333333
"195",1301,"2014-08-02",49.338,84.632,40.079,94.124,68.7770208333333
"196",1301,"2014-08-03",52.115,79.831,48.012,99.545,81.2790416666667
"197",1301,"2014-08-04",52.291,74.856,55.714,99.708,81.7165208333333
"198",1301,"2014-08-05",55.647,69.685,74.265,97.046,84.3850833333333
"199",1301,"2014-08-06",62.062,89.269,36.921,90.119,64.746625
"200",1301,"2014-08-07",56.988,87.71,37.444,89.563,64.7494375
"201",1301,"2014-08-08",53.602,91.123,28.876,93.844,57.4283541666667
"202",1301,"2014-08-09",52.115,82.976,39.236,90.679,63.9580833333333
"203",1301,"2014-08-10",51.325,81.909,43.179,98.429,78.0711041666667
"204",1301,"2014-08-11",51.809,85.487,36.099,100,75.365875
"205",1301,"2014-08-12",54.212,70.887,60.034,97.217,83.6503958333333
"206",1301,"2014-08-13",53.298,79.524,47.023,100,79.2350208333333
"207",1301,"2014-08-14",53.166,82.263,42.48,95.253,68.0598333333333
"208",1301,"2014-08-15",50.445,86.936,34.063,97.965,65.6753541666667
"209",1301,"2014-08-16",48.85,87.62,26.989,96.813,62.4797291666667
"210",1301,"2014-08-17",49.028,85.984,32.203,93.377,64.3748958333333
"211",1301,"2014-08-18",50.268,78.865,50.066,98.717,77.5519166666667
"212",1301,"2014-08-19",53.559,76.464,54.499,100,87.0735208333333
"213",1301,"2014-08-20",54.865,62.919,85.64,100,96.5272708333333
"214",1301,"2014-08-21",53.384,81.864,48.348,100,80.1030208333333
"215",1301,"2014-08-22",52.641,79.392,47.82,100,82.6336875
"216",1301,"2014-08-23",53.209,79.92,48.436,100,81.16725
"217",1301,"2014-08-24",53.472,78.865,46.362,100,81.3025208333333
"218",1301,"2014-08-25",52.947,74.206,54.757,100,89.1869791666667
"219",1301,"2014-08-26",53.341,81.509,44.168,100,76.3694166666667
"220",1301,"2014-08-27",54.865,86.164,34.348,95.05,64.9936041666667
"221",1301,"2014-08-28",51.544,90.797,28.033,96.985,62.9399583333333
"222",1301,"2014-08-29",53.645,85.622,33.898,99.357,65.4113541666667
"223",1301,"2014-08-30",61.462,93.47,17.398,61.093,40.2304791666667
"224",1301,"2014-08-31",58.755,89.731,25.853,73.461,46.2789583333333
"225",1301,"2014-09-01",61.462,94.039,22.863,61.11,39.4862708333333
"226",1301,"2014-09-02",53.515,79.963,46.312,97.08,69.4515416666667
"227",1301,"2014-09-03",52.335,83.021,43.315,100,80.3443333333333
"228",1301,"2014-09-04",51.809,82.308,37.483,100,82.4489375
"229",1301,"2014-09-05",52.772,81.819,43.272,100,80.8671875
"230",1301,"2014-09-06",50.974,82.308,33.728,100,78.7772083333333
"231",1301,"2014-09-07",49.825,81.554,36.641,100,77.09425
"232",1301,"2014-09-08",50.002,71.704,51.743,100,86.8311041666667
"233",1301,"2014-09-09",50.621,83.377,34.726,100,69.5902916666667
"234",1301,"2014-09-10",58.152,92.809,23.605,74.771,46.7469166666667
"235",1301,"2014-09-11",60.647,94.276,17.863,63.85,36.8672083333333
"236",1301,"2014-09-12",64.161,96.53,13.614,42.065,30.5943541666667
"237",1301,"2014-09-13",58.928,93.328,23.805,71.044,43.7921666666667
"238",1301,"2014-09-14",52.203,86.074,33.967,97.728,60.6793125
"239",1301,"2014-09-15",54.255,80.978,35.064,88.236,62.1395625
"240",1301,"2014-09-16",54.3,84.945,20.973,91.928,63.8758333333333
"241",1301,"2014-09-17",54.212,78.996,40.22,99.76,77.1515
"242",1301,"2014-09-18",57.936,67.5,95.582,100,99.1131666666667
"243",1301,"2014-09-19",58.023,77.727,62.057,100,87.8842083333333
"244",1301,"2014-09-20",56.815,74.077,56.369,100,89.5665208333333
"245",1301,"2014-09-21",55.472,74.856,56.268,100,86.9535416666667
"246",1301,"2014-09-22",55.342,79.392,48.168,100,80.5575208333333
"247",1301,"2014-09-23",51.895,80.361,49.869,100,82.6831041666667
"248",1301,"2014-09-24",57.549,71.361,74.796,100,93.0190416666667
"249",1301,"2014-09-25",53.427,68.056,71.793,100,91.7539791666667
"250",1301,"2014-09-26",51.501,71.877,50.688,100,85.3058958333333
"251",1301,"2014-09-27",53.253,74.727,44.565,99.862,77.2807083333333
"252",1301,"2014-09-28",51.237,72.136,53.445,100,81.7546875
"253",1301,"2014-09-29",54.212,73.213,54.775,98.855,78.0965625
"254",1301,"2014-09-30",51.809,78.953,44.978,96.044,67.6585833333333
"255",1301,"2014-10-01",58.368,85.352,9.184,47.364,27.5464583333333
"256",1301,"2014-10-02",63.433,88.993,11.506,36.794,22.3736041666667
"257",1301,"2014-10-03",66.087,91.87,13.158,33.007,20.6025
"258",1301,"2014-10-04",68.013,92.104,11.702,34.127,23.3261875
"259",1301,"2014-10-05",68.27,92.763,16.876,39.36,25.850375
"260",1301,"2014-10-06",66.173,91.87,21.281,43.967,32.0397291666667
"261",1301,"2014-10-07",67.456,90.612,17.566,40.276,25.7542083333333
"262",1301,"2014-10-08",67.885,91.542,9.828,47.176,25.3832291666667
"263",1301,"2014-10-09",57.549,81.244,34.143,69.943,51.3222916666667
"264",1301,"2014-10-10",49.914,79.567,36.573,93.962,62.208
"265",1301,"2014-10-11",54.037,83.824,27.973,74.686,52.3298125
"266",1301,"2014-10-12",63.732,90.657,3.341,68.697,17.1826458333333
"267",1301,"2014-10-13",53.078,88.03,9.557,95.037,31.0555416666667
"268",1301,"2014-10-14",54.387,59.873,81.121,99.884,93.3173333333333
"269",1301,"2014-10-15",52.554,65.487,57.655,100,82.4205625
"270",1301,"2014-10-16",48.493,68.527,36.063,96.5,73.966375
"271",1301,"2014-10-17",49.914,68.785,55.87,94.224,77.6495625
"272",1301,"2014-10-18",55.949,74.381,53.45,98.887,80.5864166666667
"273",1301,"2014-10-19",54.909,73.299,57.756,100,87.0299375
"274",1301,"2014-10-20",48.493,63.304,69.954,100,91.781375
"275",1301,"2014-10-21",45.714,66.814,42.812,100,72.4200208333333
"276",1301,"2014-10-22",50.223,70.502,51.951,95.841,74.7453333333333
"277",1301,"2014-10-23",55.168,67.242,70.964,96.62,86.5065625
"278",1301,"2014-10-24",53.253,70.759,56.927,92.755,80.0803125
"279",1301,"2014-10-25",50.929,60.346,83.279,100,96.7833541666667
"280",1301,"2014-10-26",46.526,62.276,53.625,100,81.1656041666667
"281",1301,"2014-10-27",47.244,65.316,42.381,91.922,73.5343958333333
"282",1301,"2014-10-28",48.004,70.846,37.529,89.848,66.0567916666667
"283",1301,"2014-10-29",55.558,76.899,41.901,79.099,61.1316875
"284",1301,"2014-10-30",56.165,74.597,47.643,99.838,69.5468333333333
"285",1301,"2014-10-31",48.315,58.626,80.49,100,94.6605208333333
"286",1301,"2014-11-01",45.082,60.174,52.039,98.705,79.3190625
"287",1301,"2014-11-02",44.537,62.533,42.017,94.133,68.9390833333333
"288",1301,"2014-11-03",49.914,65.916,41.505,82.635,61.5297916666667
"289",1301,"2014-11-04",47.914,67.158,47.627,85.717,69.2755208333333
"290",1301,"2014-11-05",52.291,72.869,47.666,79.253,64.9054166666667
"291",1301,"2014-11-06",54.561,71.834,46.357,84.666,68.2474375
"292",1301,"2014-11-07",50.886,70.716,58.705,95.249,78.7688541666667
"293",1301,"2014-11-08",55.949,76.419,37.332,84.85,59.6929791666667
"294",1301,"2014-11-09",56.728,75.333,45.467,81.831,67.955875
"295",1301,"2014-11-10",50.356,71.146,55.656,100,77.9335625
"296",1301,"2014-11-11",50.974,57.376,76.773,100,89.931125
"297",1301,"2014-11-12",45.714,61.248,59.886,99.426,80.4290833333333
"298",1301,"2014-11-13",50.223,59.315,87.706,100,98.5125416666667
"299",1301,"2014-11-14",48.538,60.089,68.238,100,91.2818125
"300",1301,"2014-11-15",45.354,62.019,56.732,98.529,82.101625
"301",1301,"2014-11-16",46.526,62.019,27.596,85.937,46.7481458333333
"302",1301,"2014-11-17",45.806,65.487,23.524,41.255,30.6789375
"303",1301,"2014-11-18",52.029,63.262,26.572,40.467,33.1935
"304",1301,"2014-11-19",45.444,56.512,36.341,100,87.9208125
"305",1301,"2014-11-20",46.121,51.325,100,100,100
"306",1301,"2014-11-21",44.355,53.472,94.123,100,99.271125
"307",1301,"2014-11-22",46.526,60.346,64.401,100,88.9150208333333
"308",1301,"2014-11-23",44.263,60.775,46.207,90.376,69.5655
"309",1301,"2014-11-24",43.9,62.919,30.959,86.607,63.2429166666667
"310",1301,"2014-11-25",48.315,65.273,42.522,77.333,62.2427708333333
"311",1301,"2014-11-26",52.641,67.842,35.664,78.628,59.409875
"312",1301,"2014-11-27",47.334,67.543,33.94,92.825,67.0629375
"313",1301,"2014-11-28",44.946,58.928,77.76,100,94.567625
"314",1301,"2014-11-29",52.992,58.109,94.483,100,99.4155833333333
"315",1301,"2014-11-30",49.249,53.253,87.071,100,97.2688541666667
"316",1301,"2014-12-01",51.148,59.916,88.428,100,96.2506458333333
"317",1301,"2014-12-02",51.458,54.604,92.119,100,98.9359791666667
"318",1301,"2014-12-03",51.809,57.722,100,100,100
"319",1301,"2014-12-04",51.895,58.152,98.582,100,99.9581458333333
"320",1301,"2014-12-05",53.733,58.582,98.9,100,99.93525
"321",1301,"2014-12-06",48.762,58.971,92.178,100,99.0097708333333
"322",1301,"2014-12-07",52.729,59.358,88.25,100,95.7142916666667
"323",1301,"2014-12-08",54.255,60.775,92.047,100,99.0554583333333
"324",1301,"2014-12-09",52.947,59.056,99.703,100,99.9881458333333
"325",1301,"2014-12-10",52.466,55.647,100,100,100
"326",1301,"2014-12-11",46.571,56.122,100,100,100
"327",1301,"2014-12-12",42.663,49.825,98.759,100,99.943
"328",1301,"2014-12-13",40.905,50.886,86.573,100,97.836125
"329",1301,"2014-12-14",43.99,50.047,86.172,100,94.3860833333333
"330",1301,"2014-12-15",44.4,47.826,100,100,100
"331",1301,"2014-12-16",45.761,52.554,94.997,100,99.605125
"332",1301,"2014-12-17",45.624,52.554,91.411,100,99.276375
"333",1301,"2014-12-18",45.624,51.413,100,100,100
"334",1301,"2014-12-19",49.383,53.602,100,100,100
"335",1301,"2014-12-20",48.227,53.559,100,100,100
"336",1301,"2014-12-21",53.253,60.346,98.057,100,99.8727916666667
"337",1301,"2014-12-22",52.641,61.804,74.242,100,93.2314791666667
"338",1301,"2014-12-23",50.752,65.059,57.703,100,84.5717083333333
"339",1301,"2014-12-24",40.111,52.291,82.149,100,94.136875
"340",1301,"2014-12-25",37.846,50.841,42.876,89.597,76.8922083333333
"341",1301,"2014-12-26",38.7,53.776,36.54,73.962,48.9453541666667
"342",1301,"2014-12-27",40.111,53.865,37.273,84.695,61.5713333333333
"343",1301,"2014-12-28",38.322,52.554,74.33,100,87.1227916666667
"344",1301,"2014-12-29",35.2,46.931,70.149,100,90.9140416666667
"345",1301,"2014-12-30",37.13,47.109,27.86,81.371,44.7182291666667
"346",1301,"2014-12-31",39.173,55.949,10.481,28.755,17.1804166666667
"347",1302,"2014-01-01",8.568,18.628,26.291,52.64,39.1278541666667
"348",1302,"2014-01-02",9.485,17.629,36.947,53.495,45.1393125
"349",1302,"2014-01-03",9.952,19.746,33.906,61.07,49.5953958333333
"350",1302,"2014-01-04",8.07,20.484,9.727,65.716,36.7021666666667
"351",1302,"2014-01-05",9.386,19.008,10.164,35.793,20.2554166666667
"352",1302,"2014-01-06",8.717,17.558,16.467,44.034,25.7075
"353",1302,"2014-01-07",6.331,15.986,33.18,96.15,52.2260625
"354",1302,"2014-01-08",6.281,13.69,70.213,100,89.1409375
"355",1302,"2014-01-09",6.965,14.888,40.855,100,80.1038541666667
"356",1302,"2014-01-10",4.947,16.177,52.285,99.861,80.9135833333333
"357",1302,"2014-01-11",5.719,10.1,77.564,100,92.68475
"358",1302,"2014-01-12",4.115,14.385,42.48,100,75.1700833333333
"359",1302,"2014-01-13",9.064,18.461,37.261,68.064,50.0716875
"360",1302,"2014-01-14",9.46,25.186,7.144,56.948,22.0722291666667
"361",1302,"2014-01-15",14.673,22.393,6.291,39.972,18.7082083333333
"362",1302,"2014-01-16",12.582,22.537,12.395,35.984,19.3453541666667
"363",1302,"2014-01-17",10.516,21.891,15.928,52.259,29.4955833333333
"364",1302,"2014-01-18",10.59,22.034,19.197,36.52,26.6391875
"365",1302,"2014-01-19",10.907,21.509,16.874,44.455,29.1823541666667
"366",1302,"2014-01-20",8.965,20.793,21.817,43.717,31.9789791666667
"367",1302,"2014-01-21",9.114,22.705,12.352,41.548,26.15525
"368",1302,"2014-01-22",10.638,22.106,13.979,35.91,25.2722916666667
"369",1302,"2014-01-23",10.638,19.888,15.571,38.934,22.9944583333333
"370",1302,"2014-01-24",10.075,21.915,16.772,57.348,29.1590416666667
"371",1302,"2014-01-25",9.361,22.776,18.048,73.476,37.9549791666667
"372",1302,"2014-01-26",8.693,20.746,25.216,65.4,43.5560416666667
"373",1302,"2014-01-27",5.872,15.772,45.772,79.651,65.1334375
"374",1302,"2014-01-28",10.418,16.415,64.221,100,78.9794166666667
"375",1302,"2014-01-29",8.618,12.727,94.085,100,99.02775
"376",1302,"2014-01-30",7.569,15.414,39.257,97.443,79.5348958333333
"377",1302,"2014-01-31",3.274,14.792,24.034,96.165,67.5043958333333
"378",1302,"2014-02-01",2.236,13.93,30.95,96.326,71.5401041666667
"379",1302,"2014-02-02",2.77,5.36,90.444,99.509,96.52525
"380",1302,"2014-02-03",1.099,10.883,55.729,99.446,83.7461875
"381",1302,"2014-02-04",1.398,10.1,50.32,94.901,77.300125
"382",1302,"2014-02-05",0.852,8.494,62.281,100,87.553875
"383",1302,"2014-02-06",4.402,8.12,97.961,100,99.7909375
